age,annual_income,monthly_expenses,savings,existing_loan,loan_amount,credit_score,investment_experience,risk_tolerance,dependents,employment_type,emergency_fund_months,investment_goal,monthly_surplus,debt_to_income_ratio,recommendation
59,328358,24486,2445361,No,0,605,Expert,Low,1,Self-Employed,0,Wealth Creation,2877,0.0,Save
28,1708779,119989,1612829,Yes,1516576,396,Beginner,High,5,Self-Employed,8,Education,22409,0.89,Avoid Loan
55,616595,38169,83277,Yes,122212,645,Beginner,High,4,Business,11,Wealth Creation,13213,0.2,Save
37,2287761,33695,109701,Yes,54717,813,Expert,High,2,Self-Employed,6,Wealth Creation,156951,0.02,Save
52,1349822,17607,1754786,Yes,1366209,380,Beginner,High,5,Self-Employed,0,Education,94878,1.01,Avoid Loan
42,792661,48074,940437,Yes,816480,519,Expert,High,0,Salaried,12,House,17981,1.03,Avoid Loan
54,707983,50172,255975,Yes,52432,663,Intermediate,Medium,5,Business,4,House,8826,0.07,Avoid Loan
52,2176075,144857,504671,No,0,874,Intermediate,Low,4,Business,0,Wealth Creation,36482,0.0,Save
45,2618421,151016,2282558,No,0,859,Beginner,Low,5,Self-Employed,2,Retirement,67185,0.0,Save
25,2961667,80394,1205388,No,0,856,Intermediate,Medium,5,Salaried,11,Wealth Creation,166411,0.0,Invest
32,1272400,39817,573539,Yes,58684,686,Intermediate,Medium,2,Self-Employed,1,Education,66216,0.05,Save
42,2772698,58063,1753062,No,0,556,Beginner,Low,2,Self-Employed,12,Retirement,172995,0.0,Avoid Loan
32,1554499,16535,361655,No,0,608,Beginner,Low,3,Salaried,4,Retirement,113006,0.0,Save
58,2673964,108946,1403812,No,0,858,Intermediate,Low,1,Business,6,Retirement,113884,0.0,Invest
55,2553541,108872,1020565,Yes,679928,706,Beginner,Medium,5,Business,0,House,103923,0.27,Save
45,2654208,167327,1919206,Yes,994214,888,Intermediate,Medium,3,Business,5,Wealth Creation,53857,0.37,Save
43,2922310,187912,1615568,No,0,485,Intermediate,Medium,0,Self-Employed,7,Wealth Creation,55613,0.0,Avoid Loan
50,2573753,127569,1673228,Yes,1429690,358,Beginner,Medium,5,Salaried,1,Education,86910,0.56,Avoid Loan
23,1568034,45085,632294,Yes,1075442,702,Intermediate,Medium,5,Self-Employed,5,Wealth Creation,85584,0.69,Avoid Loan
43,491203,26689,1158107,No,0,416,Intermediate,Low,3,Business,9,Education,14244,0.0,Avoid Loan
36,642271,39508,848206,No,0,508,Expert,High,3,Self-Employed,9,Wealth Creation,14014,0.0,Avoid Loan
22,1649387,25178,1334820,Yes,1254148,548,Beginner,Medium,3,Salaried,4,Education,112270,0.76,Avoid Loan
57,1097889,54300,250168,Yes,1604908,474,Intermediate,High,4,Business,3,Retirement,37190,1.46,Avoid Loan
30,1875199,36165,847151,Yes,1779777,792,Intermediate,Medium,4,Salaried,1,Wealth Creation,120101,0.95,Avoid Loan
33,622574,41693,417611,Yes,1793495,725,Intermediate,Low,4,Salaried,5,Education,10188,2.88,Avoid Loan
38,1928017,23857,2071912,No,0,587,Intermediate,High,0,Business,0,House,136811,0.0,Avoid Loan
46,2420282,128891,2121561,Yes,638257,574,Intermediate,Medium,0,Salaried,12,Education,72799,0.26,Avoid Loan
54,2839813,50582,1194154,Yes,675038,760,Expert,Medium,4,Business,5,Retirement,186069,0.24,Save
27,2511177,177186,480660,Yes,152178,562,Beginner,High,1,Business,5,House,32078,0.06,Avoid Loan
59,2539415,42789,1643499,No,0,711,Beginner,Low,4,Business,8,Education,168828,0.0,Save
35,2871531,83944,2263855,No,0,525,Expert,Low,0,Self-Employed,7,Education,155350,0.0,Avoid Loan
27,1049495,16358,176462,No,0,808,Beginner,High,3,Business,1,House,71099,0.0,Save
57,768066,21700,531520,Yes,2395306,488,Intermediate,Low,4,Business,3,House,42305,3.12,Avoid Loan
29,918497,38027,1463975,Yes,2102573,629,Expert,High,0,Business,5,House,38514,2.29,Avoid Loan
46,1744673,70829,2459900,No,0,614,Intermediate,Medium,1,Salaried,8,Retirement,74560,0.0,Save
55,933882,35950,912456,No,0,557,Expert,Medium,3,Salaried,1,Education,41873,0.0,Avoid Loan
34,1838491,66637,2302779,No,0,531,Beginner,Medium,1,Self-Employed,12,Retirement,86570,0.0,Avoid Loan
50,651350,44839,2246757,Yes,1318325,579,Beginner,Medium,0,Business,12,Retirement,9440,2.02,Avoid Loan
45,748638,23454,2198157,No,0,573,Expert,Medium,4,Self-Employed,10,House,38932,0.0,Avoid Loan
56,2627890,70551,869429,No,0,473,Beginner,High,5,Self-Employed,9,Retirement,148439,0.0,Avoid Loan
26,568519,42062,380081,Yes,1126232,683,Expert,Medium,1,Salaried,12,Wealth Creation,5314,1.98,Avoid Loan
56,349713,22795,2449161,Yes,360686,864,Beginner,Medium,0,Business,3,Retirement,6347,1.03,Avoid Loan
30,2016130,29019,354992,Yes,800965,735,Beginner,Medium,4,Salaried,7,Wealth Creation,138991,0.4,Save
53,1029078,69297,1700917,No,0,649,Intermediate,Medium,3,Self-Employed,8,Wealth Creation,16459,0.0,Save
24,557925,28797,512958,Yes,805470,864,Beginner,Low,1,Business,11,House,17696,1.44,Avoid Loan
39,1692430,119759,591574,Yes,1760412,767,Beginner,Medium,2,Salaried,1,House,21276,1.04,Avoid Loan
54,1300134,65821,280062,Yes,2441334,407,Beginner,Medium,2,Self-Employed,10,Wealth Creation,42523,1.88,Avoid Loan
57,1851128,98431,2410156,No,0,747,Beginner,Medium,1,Salaried,10,House,55829,0.0,Invest
42,2283107,37783,2177819,No,0,743,Beginner,Low,0,Salaried,0,Wealth Creation,152475,0.0,Save
57,1122169,66478,948587,Yes,973580,618,Intermediate,Low,1,Business,2,Wealth Creation,27036,0.87,Avoid Loan
55,2810055,90060,519870,Yes,1276233,539,Expert,Low,5,Self-Employed,11,House,144111,0.45,Avoid Loan
46,535495,16037,1910222,Yes,2489525,493,Intermediate,Low,5,Business,0,Wealth Creation,28587,4.65,Avoid Loan
23,425477,16384,1492739,No,0,576,Beginner,Low,0,Salaried,4,Wealth Creation,19072,0.0,Avoid Loan
58,530304,16642,347203,Yes,1190456,446,Beginner,High,2,Business,12,Education,27550,2.24,Avoid Loan
38,299095,16630,557360,Yes,2247666,830,Beginner,High,4,Self-Employed,11,Wealth Creation,8294,7.51,Avoid Loan
42,2746894,154220,462785,No,0,851,Intermediate,High,0,Salaried,11,Wealth Creation,74687,0.0,Invest
22,2917664,61147,1712424,No,0,415,Beginner,Low,3,Salaried,2,Education,181991,0.0,Avoid Loan
45,2613867,96657,980791,No,0,479,Expert,Medium,2,Self-Employed,8,House,121165,0.0,Avoid Loan
57,2568806,162651,547356,Yes,123145,666,Beginner,High,1,Self-Employed,12,Wealth Creation,51416,0.05,Save
26,2225051,77064,2105501,No,0,830,Expert,Medium,3,Business,9,House,108356,0.0,Invest
39,1728789,75464,1705426,No,0,616,Beginner,Medium,0,Business,7,House,68601,0.0,Save
45,1962065,116629,1265545,Yes,138930,648,Intermediate,Medium,2,Business,0,House,46876,0.07,Save
57,1343096,63829,89095,No,0,549,Beginner,Low,4,Self-Employed,11,Retirement,48095,0.0,Avoid Loan
50,1185596,30486,2211544,Yes,2317987,691,Intermediate,High,1,Self-Employed,7,House,68313,1.96,Avoid Loan
51,1865197,135052,1278723,No,0,446,Beginner,Medium,1,Self-Employed,10,House,20381,0.0,Avoid Loan
46,2136643,117134,2363716,Yes,674752,400,Beginner,Medium,5,Salaried,3,House,60919,0.32,Avoid Loan
34,2518187,75285,1648725,Yes,1287093,544,Beginner,Medium,4,Self-Employed,4,House,134563,0.51,Avoid Loan
57,2990966,69398,1036226,No,0,412,Beginner,Medium,0,Business,5,House,179849,0.0,Avoid Loan
39,1361950,99802,2127911,Yes,1427760,794,Beginner,Low,0,Business,2,Retirement,13693,1.05,Avoid Loan
29,1217105,18861,861341,Yes,799653,733,Beginner,Low,1,Business,9,Education,82564,0.66,Avoid Loan
56,2682554,118670,609877,Yes,2257185,549,Expert,Low,0,Self-Employed,11,Wealth Creation,104876,0.84,Avoid Loan
31,2153174,131955,28204,Yes,186163,873,Beginner,Medium,2,Business,8,Retirement,47476,0.09,Avoid Loan
27,1501729,63530,2366869,Yes,1779627,616,Intermediate,High,1,Salaried,8,Education,61614,1.19,Avoid Loan
31,838106,48918,2359238,Yes,392881,561,Intermediate,High,3,Salaried,10,Wealth Creation,20924,0.47,Avoid Loan
45,621800,39450,1108840,No,0,793,Intermediate,Low,0,Business,12,Retirement,12366,0.0,Save
58,2463486,139521,1862531,No,0,780,Intermediate,High,0,Salaried,6,House,65769,0.0,Invest
48,1853363,93612,1314755,No,0,812,Intermediate,Low,5,Salaried,8,Education,60834,0.0,Invest
43,1388477,33798,1994284,No,0,773,Intermediate,Medium,2,Salaried,12,House,81908,0.0,Invest
49,2690287,157162,902910,No,0,879,Expert,Medium,2,Business,4,House,67028,0.0,Save
34,1885790,89789,1582320,Yes,1311184,688,Intermediate,Low,2,Business,3,Retirement,67360,0.7,Avoid Loan
48,2218660,68537,952293,No,0,353,Intermediate,Medium,3,Self-Employed,0,Education,116351,0.0,Avoid Loan
44,2288889,53897,656399,No,0,607,Intermediate,Low,5,Self-Employed,2,House,136843,0.0,Save
49,2061165,118101,859220,No,0,430,Beginner,Medium,1,Self-Employed,11,House,53662,0.0,Avoid Loan
28,2671366,180363,2075492,Yes,981423,581,Intermediate,Low,4,Salaried,8,Wealth Creation,42250,0.37,Avoid Loan
60,497151,24288,2461998,No,0,548,Expert,Low,3,Self-Employed,6,Wealth Creation,17141,0.0,Avoid Loan
26,642499,20289,816409,Yes,1362072,860,Beginner,Low,5,Self-Employed,7,Wealth Creation,33252,2.12,Avoid Loan
51,347371,15684,1697172,Yes,272205,521,Beginner,Medium,1,Self-Employed,4,Retirement,13263,0.78,Avoid Loan
48,947385,46116,386141,Yes,66602,691,Beginner,Medium,5,Salaried,11,Retirement,32832,0.07,Save
21,531300,20629,714810,No,0,394,Beginner,Low,5,Business,7,House,23646,0.0,Avoid Loan
60,387101,27875,1455657,No,0,720,Intermediate,Low,2,Self-Employed,4,Retirement,4383,0.0,Save
57,1714165,62906,338398,No,0,624,Expert,Medium,4,Business,7,House,79941,0.0,Save
31,1765884,109580,1855092,Yes,724413,365,Beginner,Medium,2,Business,7,Wealth Creation,37577,0.41,Avoid Loan
25,2871067,165153,2233916,Yes,1684695,439,Intermediate,Medium,1,Salaried,5,Education,74102,0.59,Avoid Loan
32,1030392,60668,30162,No,0,826,Beginner,Medium,0,Business,12,House,25198,0.0,Avoid Loan
40,1511768,48237,698104,No,0,421,Intermediate,Medium,1,Business,12,Education,77743,0.0,Avoid Loan
30,1865859,61233,2144916,Yes,50128,883,Intermediate,Medium,4,Self-Employed,3,Wealth Creation,94255,0.03,Save
57,1077618,62365,668454,Yes,990232,878,Beginner,High,5,Business,6,Education,27436,0.92,Avoid Loan
53,1595080,82882,318599,Yes,2279381,437,Intermediate,Low,3,Salaried,6,Education,50041,1.43,Avoid Loan
24,976161,52172,353893,No,0,630,Intermediate,Low,5,Salaried,9,Education,29174,0.0,Save
41,2673489,111613,1894812,No,0,434,Beginner,Medium,3,Business,3,Wealth Creation,111177,0.0,Avoid Loan
30,443255,27817,1363271,No,0,885,Intermediate,High,3,Salaried,9,Education,9120,0.0,Save
58,2272025,169454,879636,Yes,383296,702,Beginner,Medium,2,Self-Employed,2,Wealth Creation,19881,0.17,Save
56,2773444,75295,1654093,Yes,1732028,730,Beginner,High,3,Self-Employed,8,Retirement,155825,0.62,Avoid Loan
47,1213566,73313,2475915,Yes,1795399,827,Expert,High,2,Business,5,Education,27817,1.48,Avoid Loan
46,1197270,75995,1610075,Yes,738732,435,Intermediate,Low,1,Business,9,Wealth Creation,23777,0.62,Avoid Loan
36,2490821,82662,729819,Yes,1137996,828,Beginner,Low,3,Business,4,House,124906,0.46,Avoid Loan
41,1427395,101455,1776493,No,0,382,Intermediate,Low,1,Salaried,10,Wealth Creation,17494,0.0,Avoid Loan
23,2683922,41393,2219236,Yes,541202,451,Intermediate,Medium,5,Self-Employed,1,Wealth Creation,182267,0.2,Avoid Loan
23,2960902,46487,306468,Yes,1233779,639,Expert,Low,4,Salaried,7,Education,200254,0.42,Save
38,2416288,64163,1387602,No,0,821,Beginner,Low,4,Salaried,8,Education,137194,0.0,Invest
58,2012176,132422,726594,No,0,815,Beginner,High,1,Self-Employed,3,Education,35259,0.0,Save
46,378772,26253,166723,Yes,1178960,734,Beginner,Low,4,Business,1,Education,5311,3.11,Avoid Loan
59,1006574,41303,1815911,Yes,388936,553,Beginner,Low,1,Self-Employed,11,Education,42578,0.39,Avoid Loan
56,2572200,51292,2434994,No,0,668,Beginner,Medium,2,Self-Employed,8,Wealth Creation,163058,0.0,Save
55,358632,25282,1175305,Yes,1191668,608,Expert,Medium,2,Business,3,House,4604,3.32,Avoid Loan
38,1501576,34979,1301408,No,0,592,Beginner,Low,5,Salaried,7,Wealth Creation,90152,0.0,Avoid Loan
27,2144841,48846,1146928,No,0,433,Beginner,Medium,3,Self-Employed,10,Wealth Creation,129890,0.0,Avoid Loan
45,1055152,54309,1464014,Yes,1398587,433,Intermediate,Low,0,Self-Employed,9,House,33620,1.33,Avoid Loan
47,2858977,46888,418794,No,0,360,Intermediate,Low,5,Salaried,9,Education,191360,0.0,Avoid Loan
50,2103537,36657,311180,Yes,1913402,767,Expert,Low,0,Salaried,6,House,138637,0.91,Avoid Loan
47,297901,18945,601113,No,0,804,Intermediate,Low,2,Business,2,Education,5880,0.0,Save
50,1021527,20458,2464757,Yes,1486440,888,Intermediate,High,4,Salaried,7,Retirement,64669,1.46,Avoid Loan
54,1320457,29627,2362540,Yes,2240999,863,Intermediate,High,4,Salaried,1,Wealth Creation,80411,1.7,Avoid Loan
60,455122,28236,1695839,Yes,309274,543,Beginner,Low,3,Business,4,Retirement,9690,0.68,Avoid Loan
47,284592,17119,1337510,Yes,2008547,856,Beginner,High,3,Self-Employed,3,Retirement,6597,7.06,Avoid Loan
39,1219879,40566,1449216,Yes,538623,855,Beginner,Medium,4,Business,9,House,61090,0.44,Save
39,1345104,68336,2088549,Yes,1827739,563,Beginner,High,5,Business,9,Wealth Creation,43756,1.36,Avoid Loan
46,2377239,41217,865087,Yes,1410454,455,Expert,Low,5,Self-Employed,6,House,156886,0.59,Avoid Loan
54,1551993,68719,2304856,Yes,2337733,753,Beginner,Low,2,Self-Employed,10,Wealth Creation,60613,1.51,Avoid Loan
49,2760618,107746,505549,No,0,788,Intermediate,High,0,Business,5,Retirement,122305,0.0,Save
53,1291026,96090,2429385,Yes,1478597,866,Intermediate,High,3,Self-Employed,2,Wealth Creation,11495,1.15,Avoid Loan
60,2964316,133220,918070,No,0,532,Intermediate,Medium,4,Salaried,1,Wealth Creation,113806,0.0,Avoid Loan
38,310826,22081,1884373,Yes,291734,450,Intermediate,Low,1,Self-Employed,10,House,3821,0.94,Avoid Loan
40,2892343,56937,519247,Yes,1094684,727,Intermediate,Medium,5,Business,3,House,184091,0.38,Save
55,2977884,80925,1346958,No,0,458,Beginner,High,4,Salaried,12,Retirement,167232,0.0,Avoid Loan
60,1718074,81254,497318,No,0,520,Beginner,Medium,5,Self-Employed,8,Retirement,61918,0.0,Avoid Loan
53,2765193,15937,1148857,No,0,610,Beginner,High,5,Self-Employed,2,Retirement,214495,0.0,Save
24,970783,59165,2346288,Yes,180129,568,Beginner,Medium,0,Self-Employed,0,Retirement,21733,0.19,Avoid Loan
26,2531331,108286,1740215,Yes,2369776,523,Beginner,Medium,5,Salaried,10,Education,102658,0.94,Avoid Loan
60,2477016,29991,696898,Yes,1750957,521,Beginner,Medium,4,Business,2,House,176427,0.71,Avoid Loan
23,2249923,38572,463084,Yes,2400849,451,Intermediate,High,0,Self-Employed,5,Education,148921,1.07,Avoid Loan
39,1019809,69524,727343,Yes,1019366,848,Intermediate,High,5,Business,10,Retirement,15460,1.0,Avoid Loan
31,1351667,69610,228230,Yes,1203281,384,Intermediate,Low,1,Self-Employed,3,House,43028,0.89,Avoid Loan
27,1666881,63409,824131,Yes,1092404,825,Beginner,Medium,1,Business,5,Retirement,75497,0.66,Avoid Loan
37,1089949,61986,2439165,Yes,1142208,694,Beginner,Medium,5,Self-Employed,10,Retirement,28843,1.05,Avoid Loan
22,2691830,155817,776650,Yes,1643454,811,Expert,Low,2,Salaried,6,House,68502,0.61,Avoid Loan
26,1536202,97084,653279,No,0,567,Beginner,Medium,2,Business,2,House,30932,0.0,Avoid Loan
36,468803,33949,1909591,Yes,994582,616,Expert,Medium,0,Business,9,House,5117,2.12,Avoid Loan
37,856334,55641,1063588,No,0,379,Beginner,Medium,5,Business,2,Wealth Creation,15720,0.0,Avoid Loan
42,2135515,155285,143978,Yes,2228859,711,Beginner,Medium,0,Salaried,3,Wealth Creation,22674,1.04,Avoid Loan
39,1021082,24637,1767421,Yes,343914,404,Intermediate,Medium,4,Business,4,House,60453,0.34,Avoid Loan
47,1232900,87432,898967,No,0,418,Beginner,Medium,1,Self-Employed,8,House,15309,0.0,Avoid Loan
42,2602384,145181,378607,No,0,845,Intermediate,High,2,Business,3,House,71684,0.0,Save
41,2332197,146795,1043480,Yes,2252246,468,Expert,High,4,Business,3,Education,47554,0.97,Avoid Loan
53,812655,54795,767983,No,0,418,Intermediate,High,4,Business,9,House,12926,0.0,Avoid Loan
50,658317,31458,2132251,Yes,1844063,391,Intermediate,Medium,4,Salaried,12,Education,23401,2.8,Avoid Loan
29,2057580,78205,967098,Yes,2040748,789,Beginner,Medium,3,Business,2,Education,93260,0.99,Avoid Loan
43,756879,51559,171793,Yes,2410430,452,Expert,Medium,3,Business,6,Wealth Creation,11514,3.18,Avoid Loan
49,1471063,47031,2210771,Yes,567511,741,Expert,Low,1,Business,6,Wealth Creation,75557,0.39,Save
31,1959555,30995,629241,Yes,2413087,563,Intermediate,Medium,4,Self-Employed,3,Education,132301,1.23,Avoid Loan
56,1230653,15329,2232309,No,0,762,Intermediate,Medium,1,Business,5,House,87225,0.0,Save
29,556042,33559,536717,No,0,826,Intermediate,High,0,Self-Employed,5,Wealth Creation,12777,0.0,Save
32,273123,20148,1407528,Yes,1372412,609,Beginner,Medium,2,Self-Employed,3,Retirement,2612,5.02,Avoid Loan
25,961123,38175,2310926,No,0,519,Expert,Medium,3,Business,12,Education,41918,0.0,Avoid Loan
37,560413,34180,2385686,No,0,519,Expert,High,1,Salaried,10,Education,12521,0.0,Avoid Loan
29,1028238,42069,2095066,Yes,876722,544,Expert,High,1,Business,3,Wealth Creation,43617,0.85,Avoid Loan
36,2814878,154577,719032,Yes,351482,635,Intermediate,Low,5,Self-Employed,3,Education,79996,0.12,Save
47,338239,17651,1907378,Yes,1764426,784,Beginner,Medium,5,Business,4,Education,10535,5.22,Avoid Loan
55,964284,64352,240638,No,0,897,Beginner,Low,2,Business,10,Wealth Creation,16005,0.0,Save
21,1384401,63343,1288985,Yes,923137,721,Beginner,Medium,5,Self-Employed,6,Education,52023,0.67,Avoid Loan
25,1039518,23311,1622777,Yes,308761,513,Expert,Low,3,Self-Employed,5,Wealth Creation,63315,0.3,Avoid Loan
29,2444479,168060,2247802,Yes,2359124,512,Beginner,High,3,Salaried,10,Retirement,35646,0.97,Avoid Loan
43,792871,27734,2186326,Yes,742525,655,Beginner,Medium,3,Self-Employed,4,House,38338,0.94,Avoid Loan
55,427999,29157,1085728,No,0,576,Beginner,Medium,4,Self-Employed,12,Wealth Creation,6509,0.0,Avoid Loan
32,2164890,135306,1218129,No,0,663,Intermediate,Low,4,Salaried,11,Wealth Creation,45101,0.0,Save
40,348242,23330,856214,Yes,469059,667,Expert,Low,2,Self-Employed,11,Retirement,5690,1.35,Avoid Loan
31,1590463,33259,1430759,Yes,1225175,497,Beginner,Low,2,Salaried,5,Wealth Creation,99279,0.77,Avoid Loan
49,1605744,82372,923422,Yes,2128889,788,Beginner,Low,2,Self-Employed,7,Retirement,51440,1.33,Avoid Loan
42,2912215,73676,1823346,No,0,551,Beginner,Low,2,Salaried,2,Wealth Creation,169008,0.0,Avoid Loan
21,1995266,80030,805103,Yes,1207151,371,Intermediate,Low,5,Self-Employed,9,Retirement,86242,0.61,Avoid Loan
40,2829076,115501,2138070,No,0,709,Intermediate,High,2,Salaried,7,Wealth Creation,120255,0.0,Save
43,1693753,48499,283152,No,0,539,Beginner,Medium,0,Self-Employed,2,House,92647,0.0,Avoid Loan
47,2414167,124761,1639014,Yes,521385,698,Beginner,Low,4,Business,2,Education,76419,0.22,Save
59,2246008,84246,1247826,No,0,393,Beginner,Medium,4,Self-Employed,1,Education,102921,0.0,Avoid Loan
50,2750765,126301,2270314,No,0,814,Beginner,Medium,0,Business,9,Education,102929,0.0,Invest
38,1827725,113143,2245856,No,0,667,Beginner,High,1,Salaried,12,House,39167,0.0,Save
38,1287104,18376,594996,No,0,475,Beginner,Low,0,Self-Employed,2,Education,88882,0.0,Avoid Loan
31,1184946,50886,2219063,Yes,1066863,635,Beginner,Low,3,Business,7,House,47859,0.9,Avoid Loan
26,1610575,92810,1669260,No,0,364,Expert,Medium,1,Business,4,Wealth Creation,41404,0.0,Avoid Loan
40,1917056,32691,473060,Yes,1892102,878,Beginner,Low,5,Business,3,House,127063,0.99,Avoid Loan
22,2503410,147265,998249,No,0,861,Beginner,High,3,Salaried,4,Education,61352,0.0,Save
50,1205414,78292,1017886,Yes,754696,658,Intermediate,Medium,5,Salaried,7,House,22159,0.63,Avoid Loan
55,2171156,59887,405394,No,0,571,Expert,High,5,Salaried,6,Wealth Creation,121042,0.0,Avoid Loan
26,471841,33385,1305756,No,0,561,Intermediate,High,1,Business,3,Retirement,5935,0.0,Avoid Loan
54,472388,27741,2203150,Yes,2487173,761,Beginner,Medium,1,Business,11,House,11624,5.27,Avoid Loan
23,2536405,86633,1269193,No,0,600,Beginner,Medium,5,Business,3,Wealth Creation,124734,0.0,Save
39,1727426,111295,1404714,Yes,1491248,763,Beginner,Low,1,Self-Employed,2,Wealth Creation,32657,0.86,Avoid Loan
47,711963,38815,2401489,No,0,381,Beginner,Medium,4,Salaried,1,Education,20515,0.0,Avoid Loan
60,2788019,206896,1397493,No,0,478,Beginner,Medium,1,Business,10,Education,25438,0.0,Avoid Loan
22,1550651,43756,1420530,No,0,524,Beginner,Low,3,Salaried,9,Education,85464,0.0,Avoid Loan
38,2594325,116241,355145,Yes,743386,869,Beginner,Low,0,Self-Employed,1,Retirement,99952,0.29,Save
55,1302079,94125,851642,No,0,588,Intermediate,Medium,4,Business,5,House,14381,0.0,Avoid Loan
33,2221687,123565,140197,Yes,2214101,377,Expert,Medium,3,Business,1,House,61575,1.0,Avoid Loan
55,738170,47540,2350804,No,0,798,Intermediate,High,1,Salaried,2,Wealth Creation,13974,0.0,Save
38,2028520,60676,1383915,Yes,644213,453,Beginner,Low,1,Self-Employed,5,House,108367,0.32,Avoid Loan
32,1848407,92361,1349130,Yes,1584512,687,Expert,High,2,Salaried,2,Education,61672,0.86,Avoid Loan
29,2175084,128883,987587,Yes,928041,373,Intermediate,Low,5,Self-Employed,8,Retirement,52374,0.43,Avoid Loan
36,1671611,88732,2024718,Yes,1294761,362,Beginner,Medium,2,Business,3,Retirement,50568,0.77,Avoid Loan
56,879540,45375,2289857,Yes,1358577,460,Beginner,Low,1,Self-Employed,2,Wealth Creation,27920,1.54,Avoid Loan
46,2261581,95161,61102,Yes,845591,704,Intermediate,Medium,3,Self-Employed,8,Retirement,93304,0.37,Save
52,1592323,67558,396630,No,0,698,Beginner,Medium,2,Salaried,10,House,65135,0.0,Save
45,786349,22757,2364223,Yes,2144477,576,Intermediate,Medium,2,Self-Employed,12,House,42772,2.73,Avoid Loan
41,1362821,63715,2127588,No,0,768,Beginner,Low,4,Business,9,House,49853,0.0,Invest
47,1813963,16784,1848849,Yes,155204,493,Beginner,Low,0,Self-Employed,1,Retirement,134379,0.09,Avoid Loan
47,2981077,132369,383386,Yes,1038460,708,Intermediate,Medium,0,Salaried,11,Education,116054,0.35,Save
49,1312230,27914,2437595,Yes,2261579,367,Intermediate,Low,0,Salaried,0,Wealth Creation,81438,1.72,Avoid Loan
34,2790971,91143,2124809,No,0,759,Intermediate,Medium,2,Self-Employed,9,Education,141437,0.0,Invest
25,2819612,142025,1839086,No,0,707,Expert,Medium,4,Self-Employed,1,Wealth Creation,92942,0.0,Save
39,1051920,16121,1540102,No,0,790,Beginner,High,0,Business,10,House,71539,0.0,Invest
49,811554,45345,107732,Yes,1118848,628,Expert,High,0,Business,0,House,22284,1.38,Avoid Loan
42,987072,26622,252951,No,0,838,Intermediate,Low,1,Business,12,House,55634,0.0,Save
26,512657,20669,1659183,Yes,295438,480,Intermediate,Low,4,Salaried,5,Wealth Creation,22052,0.58,Avoid Loan
53,2207753,21444,565637,No,0,506,Intermediate,High,3,Business,5,House,162535,0.0,Avoid Loan
36,2955734,141147,1134227,No,0,701,Intermediate,High,0,Salaried,4,Education,105164,0.0,Save
28,826346,30231,354051,Yes,1507527,542,Expert,Low,4,Business,10,Wealth Creation,38631,1.82,Avoid Loan
32,1571987,99399,2409845,Yes,1350979,806,Beginner,Low,3,Business,1,Education,31599,0.86,Avoid Loan
56,326008,23019,330143,Yes,1725819,656,Beginner,Low,1,Salaried,3,Wealth Creation,4148,5.29,Avoid Loan
39,2431889,101330,1372132,No,0,521,Intermediate,Medium,4,Self-Employed,10,Retirement,101327,0.0,Avoid Loan
32,941494,68032,883490,Yes,2478051,612,Intermediate,Low,2,Self-Employed,3,Education,10425,2.63,Avoid Loan
25,2377979,112846,457881,No,0,422,Beginner,Low,5,Business,5,Education,85318,0.0,Avoid Loan
52,1884596,135161,2334561,No,0,752,Beginner,High,3,Salaried,11,Education,21888,0.0,Save
36,812327,17229,652523,Yes,427155,543,Intermediate,Low,3,Salaried,7,Retirement,50464,0.53,Avoid Loan
39,1367210,26990,653860,No,0,412,Intermediate,Low,0,Business,0,Education,86944,0.0,Avoid Loan
21,1411329,50168,393485,No,0,615,Beginner,High,1,Self-Employed,7,Wealth Creation,67442,0.0,Save
57,1364167,78005,1712898,Yes,963257,658,Intermediate,Medium,3,Salaried,12,Retirement,35675,0.71,Avoid Loan
41,2235184,94056,2184029,Yes,2489604,685,Expert,Low,5,Business,3,Education,92209,1.11,Avoid Loan
35,298190,20615,309118,Yes,2220222,778,Beginner,High,1,Salaried,8,House,4234,7.45,Avoid Loan
30,1034294,15605,1912322,Yes,572313,538,Beginner,High,1,Business,9,Retirement,70586,0.55,Avoid Loan
45,1735831,91502,1891171,Yes,164899,416,Expert,High,3,Salaried,6,Wealth Creation,53150,0.09,Avoid Loan
45,587699,34191,2367620,No,0,774,Intermediate,Medium,1,Business,4,Wealth Creation,14783,0.0,Save
53,1363144,48098,627138,Yes,732015,701,Expert,Low,4,Salaried,8,Wealth Creation,65497,0.54,Avoid Loan
58,1362066,39663,893163,Yes,1245991,503,Intermediate,Low,4,Business,9,House,73842,0.91,Avoid Loan
32,2682607,53375,1589855,Yes,2085471,440,Beginner,Medium,2,Salaried,3,Retirement,170175,0.78,Avoid Loan
22,2403077,137977,20552,Yes,1132495,716,Beginner,Medium,1,Salaried,1,Wealth Creation,62279,0.47,Avoid Loan
42,1071546,48732,1706687,No,0,834,Beginner,High,0,Business,8,Retirement,40563,0.0,Invest
28,2911866,46770,2215504,No,0,878,Beginner,Low,4,Business,12,Retirement,195885,0.0,Invest
43,1778878,66328,2109140,No,0,731,Beginner,Medium,4,Self-Employed,5,Education,81911,0.0,Save
21,2921338,160374,2334072,Yes,1321794,363,Beginner,Medium,2,Self-Employed,6,House,83070,0.45,Avoid Loan
56,1382654,75999,2246270,Yes,593363,378,Expert,Medium,3,Self-Employed,11,Education,39222,0.43,Avoid Loan
